Semester Term Code,Person ID,Course Sec,Registration Date,Status,Waitlist Reason
FA16,191,FDMAT108-15,8/8/2016 19:45,Dropped,Waitlist Student Dropped
FA16,192,FDMAT108-15,7/7/2016 9:44,Wait List,
FA16,192,FDMAT108-15,7/20/2016 12:35,Dropped,Waitlist System Dropped
WI17,192,FDMAT108-53,12/3/2016 12:47,Wait List,
WI17,192,FDMAT108-53,12/10/2016 14:50,Dropped,Waitlist System Dropped
WI17,192,FDMAT108-53,1/4/2017 18:22,Wait List,
WI17,192,FDMAT108-53,1/6/2017 12:43,Dropped,
WI17,192,FDMAT108-53,1/6/2017 12:43,Registered,Waitlist Registered
WI17,193,FDMAT108-53,12/11/2016 22:29,Registered,
WI17,193,FDMAT108-53,1/2/2017 20:22,Dropped,
WI17,194,FDMAT108-53,12/15/2016 21:41,Registered,
WI17,195,FDMAT108-18,11/16/2016 12:18,Wait List,
WI17,195,FDMAT108-18,11/16/2016 12:34,Dropped,Waitlist Student Dropped
WI17,196,FDMAT108-18,11/11/2016 6:07,Registered,
FA16,197,FDMAT108-14,8/10/2016 9:18,Wait List,
FA16,197,FDMAT108-14,9/14/2016 20:32,Dropped,Waitlist Student Dropped
FA16,198,FDMAT108-14,6/17/2016 11:13,Wait List,
FA16,198,FDMAT108-14,8/9/2016 13:37,Dropped,
FA16,198,FDMAT108-14,8/9/2016 13:37,Registered,Waitlist Registered
FA17,199,FDMAT108-33,8/22/2017 21:18,Registered,
WI17,200,FDMAT108-53,12/20/2016 10:24,Wait List,
WI17,200,FDMAT108-53,12/21/2016 17:05,Dropped,Waitlist System Dropped
WI17,200,FDMAT108-53,12/21/2016 18:26,Wait List,
WI17,200,FDMAT108-53,12/21/2016 18:48,Dropped,Waitlist Student Dropped
FA16,201,FDMAT108-14,7/3/2016 20:03,Wait List,
FA16,201,FDMAT108-14,8/13/2016 10:53,Dropped,
FA16,201,FDMAT108-14,8/13/2016 10:53,Registered,Waitlist Registered
FA16,202,FDMAT108-14,6/28/2016 10:05,Wait List,
FA16,202,FDMAT108-14,7/1/2016 15:36,Dropped,Waitlist Student Dropped
WI17,203,FDMAT108-18,11/23/2016 6:01,Wait List,
WI17,203,FDMAT108-18,12/2/2016 14:58,Dropped,Waitlist Student Dropped
WI17,204,FDMAT108-53,11/23/2016 5:59,Registered,
WI17,205,FDMAT108-53,12/12/2016 15:01,Registered,
FA17,206,FDMAT108-33,8/23/2017 14:28,Registered,
WI17,207,FDMAT108-53,12/12/2016 14:09,Registered,
FA16,208,FDMAT108-15,8/8/2016 21:39,Wait List,
FA16,208,FDMAT108-15,9/3/2016 22:01,Dropped,
FA16,208,FDMAT108-15,9/3/2016 22:02,Registered,Waitlist Registered
WI17,209,FDMAT108-18,11/14/2016 8:23,Registered,
FA16,210,FDMAT108-15,6/30/2016 7:43,Registered,
FA16,210,FDMAT108-15,11/3/2016 10:50,Withdrawn,
FA17,211,FDMAT108-33,8/25/2017 20:15,Registered,
FA17,212,FDMAT108-33,8/24/2017 10:16,Registered,
FA16,213,FDMAT108-15,7/12/2016 17:19,Wait List,
FA16,213,FDMAT108-15,7/31/2016 11:20,Dropped,Waitlist System Dropped
WI17,214,FDMAT108-18,11/19/2016 19:44,Registered,
WI17,215,FDMAT108-53,11/23/2016 6:00,Registered,
WI17,216,FDMAT108-A3,11/30/2016 23:57,Registered,
FA17,217,FDMAT108-33,8/30/2017 17:35,Wait List,
FA17,217,FDMAT108-33,9/12/2017 19:53,Dropped,
FA17,217,FDMAT108-33,9/12/2017 19:53,Registered,Waitlist Registered
FA16,218,FDMAT108-15,7/2/2016 11:15,Registered,
FA16,218,FDMAT108-15,7/24/2016 17:00,Dropped,
FA16,219,FDMAT108-15,7/1/2016 15:10,Registered,
FA16,220,FDMAT108-14,9/11/2016 17:42,Wait List,
FA16,220,FDMAT108-14,9/14/2016 13:49,Dropped,Waitlist Student Dropped
WI17,221,FDMAT108-A3,12/15/2016 20:16,Wait List,
WI17,221,FDMAT108-A3,1/9/2017 12:21,Dropped,
WI17,221,FDMAT108-A3,1/9/2017 12:21,Registered,Waitlist Registered
WI17,222,FDMAT108-53,11/28/2016 15:47,Registered,
FA16,223,FDMAT108-15,9/14/2016 13:00,Wait List,
FA16,223,FDMAT108-15,9/16/2016 10:40,Dropped,
FA16,223,FDMAT108-15,9/16/2016 10:40,Registered,Waitlist Registered
WI17,224,FDMAT108-53,11/30/2016 19:09,Registered,
WI17,225,FDMAT108-53,12/2/2016 13:32,Wait List,
WI17,225,FDMAT108-53,12/9/2016 14:52,Dropped,
WI17,225,FDMAT108-53,12/9/2016 14:52,Registered,Waitlist Registered
WI17,225,FDMAT108-53,1/6/2017 10:32,Dropped,
FA16,226,FDMAT108-14,8/13/2016 18:01,Wait List,
FA16,226,FDMAT108-14,9/2/2016 20:02,Dropped,Waitlist Student Dropped
WI17,227,FDMAT108-A3,12/14/2016 12:08,Wait List,
WI17,227,FDMAT108-A3,1/2/2017 10:54,Dropped,Waitlist Student Dropped
FA17,228,FDMAT108-33,8/22/2017 20:28,Registered,
FA17,228,FDMAT108-33,10/31/2017 13:27,Withdrawn,
FA16,229,FDMAT108-15,6/28/2016 18:08,Registered,
FA16,230,FDMAT108-15,6/30/2016 16:00,Registered,
FA16,231,FDMAT108-14,6/20/2016 7:09,Wait List,
FA16,231,FDMAT108-14,8/11/2016 0:05,Dropped,Waitlist System Dropped
FA16,232,FDMAT108-14,6/18/2016 8:28,Wait List,
FA16,232,FDMAT108-14,7/1/2016 18:55,Dropped,Waitlist Student Dropped
WI17,233,FDMAT108-18,11/16/2016 6:04,Registered,
WI17,234,FDMAT108-53,11/29/2016 23:42,Registered,
WI17,235,FDMAT108-A3,12/2/2016 12:51,Registered,
FA16,236,FDMAT108-15,7/7/2016 8:18,Wait List,
FA16,236,FDMAT108-15,7/19/2016 12:20,Dropped,Waitlist System Dropped
FA16,236,FDMAT108-15,7/22/2016 8:01,Wait List,
FA16,236,FDMAT108-15,9/1/2016 22:44,Dropped,
FA16,236,FDMAT108-15,9/1/2016 22:44,Registered,Waitlist Registered
FA16,237,FDMAT108-15,6/29/2016 2:11,Registered,
FA16,237,FDMAT108-15,7/20/2016 6:26,Dropped,
WI17,238,FDMAT108-53,12/2/2016 15:50,Wait List,
WI17,238,FDMAT108-53,12/6/2016 13:05,Dropped,Waitlist System Dropped
WI17,239,FDMAT108-53,1/3/2017 16:13,Wait List,
WI17,239,FDMAT108-53,1/3/2017 16:47,Dropped,Waitlist Student Dropped
FA16,240,FDMAT108-15,7/5/2016 17:11,Registered,
FA16,241,FDMAT108-15,7/31/2016 14:11,Wait List,
FA16,241,FDMAT108-15,8/12/2016 19:31,Dropped,Waitlist Student Dropped
FA16,242,FDMAT108-14,7/6/2016 17:24,Wait List,
FA16,242,FDMAT108-14,7/12/2016 12:08,Dropped,Waitlist Student Dropped
WI17,243,FDMAT108-18,12/10/2016 16:17,Wait List,
WI17,243,FDMAT108-18,12/18/2016 17:20,Dropped,Waitlist System Dropped
WI17,243,FDMAT108-53,1/6/2017 11:57,Wait List,
WI17,243,FDMAT108-53,1/7/2017 12:38,Dropped,
WI17,243,FDMAT108-53,1/7/2017 12:38,Registered,Waitlist Registered
WI17,244,FDMAT108-53,11/16/2016 6:26,Registered,
WI17,244,FDMAT108-53,11/16/2016 6:45,Dropped,
WI17,245,FDMAT108-18,1/10/2017 16:00,Wait List,
WI17,245,FDMAT108-18,1/11/2017 10:34,Dropped,Waitlist Student Dropped
WI17,245,FDMAT108-A3,1/11/2017 10:36,Wait List,
WI17,245,FDMAT108-A3,1/11/2017 14:41,Dropped,
WI17,245,FDMAT108-A3,1/11/2017 14:41,Registered,Waitlist Registered
FA16,246,FDMAT108-15,7/15/2016 15:11,Dropped,Waitlist Student Dropped
FA16,246,FDMAT108-15,7/15/2016 15:11,Wait List,
FA17,247,FDMAT108-33,8/24/2017 15:46,Registered,
FA17,247,FDMAT108-33,10/10/2017 8:55,Withdrawn,
FA16,248,FDMAT108-15,7/12/2016 22:46,Wait List,
FA16,248,FDMAT108-15,8/1/2016 11:01,Dropped,
FA16,248,FDMAT108-15,8/1/2016 11:01,Registered,Waitlist Registered
WI17,249,FDMAT108-A3,12/13/2016 21:26,Wait List,
WI17,249,FDMAT108-A3,1/9/2017 12:41,Dropped,
WI17,249,FDMAT108-A3,1/9/2017 12:41,Registered,Waitlist Registered
WI17,250,FDMAT108-53,11/21/2016 11:12,Registered,
WI17,250,FDMAT108-53,11/21/2016 11:16,Dropped,
FA16,251,FDMAT108-15,7/1/2016 20:07,Registered,
FA17,252,FDMAT108-33,8/25/2017 10:36,Registered,
WI17,253,FDMAT108-18,11/15/2016 6:03,Registered,
WI17,254,FDMAT108-18,11/16/2016 6:02,Registered,
WI17,255,FDMAT108-18,11/15/2016 6:06,Registered,
WI17,256,FDMAT108-A3,12/5/2016 10:05,Registered,
FA16,257,FDMAT108-15,7/14/2016 14:20,Wait List,
FA16,257,FDMAT108-15,8/4/2016 21:51,Dropped,
FA16,257,FDMAT108-15,8/4/2016 21:51,Registered,Waitlist Registered
WI17,258,FDMAT108-53,12/5/2016 15:44,Wait List,
WI17,258,FDMAT108-53,12/10/2016 14:50,Dropped,Waitlist System Dropped
WI17,258,FDMAT108-53,12/13/2016 11:47,Registered,
FA17,259,FDMAT108-33,8/23/2017 15:49,Registered,
WI17,260,FDMAT108-53,11/24/2016 1:52,Registered,
WI17,260,FDMAT108-53,12/9/2016 19:46,Dropped,
WI17,260,FDMAT108-A3,12/9/2016 19:48,Registered,
WI17,261,FDMAT108-53,11/23/2016 8:49,Registered,
WI17,262,FDMAT108-18,11/24/2016 0:30,Wait List,
WI17,262,FDMAT108-18,1/9/2017 20:55,Dropped,
WI17,262,FDMAT108-18,1/9/2017 20:55,Registered,Waitlist Registered
WI17,263,FDMAT108-A3,12/4/2016 20:32,Registered,
FA16,264,FDMAT108-14,6/15/2016 9:20,Registered,
WI17,265,FDMAT108-18,11/21/2016 17:38,Wait List,
WI17,265,FDMAT108-18,11/21/2016 17:53,Dropped,Waitlist Student Dropped
WI17,266,FDMAT108-18,11/21/2016 6:01,Registered,
WI17,266,FDMAT108-18,1/25/2017 17:57,Dropped,
FA16,267,FDMAT108-14,7/8/2016 22:48,Wait List,
FA16,267,FDMAT108-14,7/9/2016 0:04,Dropped,Waitlist Student Dropped
WI17,268,FDMAT108-18,12/13/2016 12:19,Wait List,
WI17,268,FDMAT108-18,12/13/2016 12:37,Dropped,Waitlist Student Dropped
FA16,269,FDMAT108-15,7/6/2016 22:08,Wait List,
FA16,269,FDMAT108-15,7/18/2016 7:12,Dropped,
FA16,269,FDMAT108-15,7/18/2016 7:12,Registered,Waitlist Registered
FA16,270,FDMAT108-15,7/3/2016 1:21,Registered,
FA16,270,FDMAT108-15,9/14/2016 18:18,Dropped,
WI17,271,FDMAT108-18,11/16/2016 6:03,Registered,
WI17,272,FDMAT108-53,11/27/2016 23:51,Registered,
WI17,272,FDMAT108-53,1/4/2017 11:10,Dropped,
WI17,273,FDMAT108-53,11/28/2016 10:14,Registered,
FA16,274,FDMAT108-15,7/1/2016 21:17,Registered,
FA16,274,FDMAT108-15,8/30/2016 17:14,Dropped,
WI17,275,FDMAT108-53,11/23/2016 8:46,Registered,
WI17,276,FDMAT108-18,11/15/2016 6:01,Registered,
FA17,277,FDMAT108-33,8/23/2017 21:59,Registered,
WI17,278,FDMAT108-53,11/23/2016 6:36,Registered,
WI17,279,FDMAT108-53,12/1/2016 7:39,Registered,
WI17,279,FDMAT108-53,12/1/2016 9:12,Dropped,
FA16,280,FDMAT108-14,6/15/2016 7:21,Registered,
FA16,281,FDMAT108-15,7/20/2016 13:51,Wait List,
FA16,281,FDMAT108-15,7/21/2016 21:09,Dropped,Waitlist Student Dropped
WI17,281,FDMAT108-18,1/4/2017 14:22,Wait List,
WI17,281,FDMAT108-18,1/9/2017 15:47,Dropped,
WI17,281,FDMAT108-18,1/9/2017 15:47,Registered,Waitlist Registered
FA16,282,FDMAT108-15,6/30/2016 23:11,Registered,
FA16,282,FDMAT108-15,7/29/2016 14:47,Dropped,
FA16,283,FDMAT108-14,6/15/2016 9:37,Wait List,
FA16,283,FDMAT108-14,6/16/2016 9:05,Dropped,
FA16,283,FDMAT108-14,6/16/2016 9:05,Registered,Waitlist Registered
FA16,284,FDMAT108-14,6/15/2016 6:30,Registered,
FA16,284,FDMAT108-14,6/15/2016 8:09,Dropped,
FA16,285,FDMAT108-14,6/15/2016 9:39,Wait List,
FA16,285,FDMAT108-14,6/15/2016 10:12,Dropped,Waitlist Student Dropped
FA16,286,FDMAT108-15,7/5/2016 18:53,Registered,
WI17,287,FDMAT108-53,11/30/2016 8:27,Registered,
WI17,287,FDMAT108-53,1/9/2017 18:55,Dropped,
FA16,288,FDMAT108-14,6/15/2016 9:06,Registered,
FA16,289,FDMAT108-15,7/1/2016 18:02,Registered,
FA17,290,FDMAT108-33,8/24/2017 12:49,Registered,
WI17,291,FDMAT108-53,12/18/2016 18:30,Registered,
FA16,292,FDMAT108-14,6/15/2016 6:13,Registered,
FA16,293,FDMAT108-15,7/5/2016 9:10,Registered,
FA16,294,FDMAT108-15,7/2/2016 18:48,Registered,
FA16,295,FDMAT108-14,6/15/2016 20:35,Wait List,
FA16,295,FDMAT108-14,6/15/2016 21:06,Dropped,Waitlist Student Dropped
WI17,296,FDMAT108-A3,11/28/2016 17:07,Registered,
WI17,297,FDMAT108-53,11/16/2016 6:00,Registered,
WI17,297,FDMAT108-53,11/16/2016 6:13,Dropped,
FA16,298,FDMAT108-14,6/15/2016 6:17,Registered,
FA16,298,FDMAT108-14,6/15/2016 6:29,Dropped,
FA16,299,FDMAT108-14,6/19/2016 16:55,Wait List,
FA16,299,FDMAT108-14,6/19/2016 16:59,Dropped,Waitlist Student Dropped
FA16,300,FDMAT108-14,6/15/2016 9:05,Registered,
WI17,301,FDMAT108-18,11/21/2016 12:42,Wait List,
WI17,301,FDMAT108-18,11/28/2016 14:35,Dropped,Waitlist System Dropped
WI17,302,FDMAT108-A3,12/9/2016 12:38,Registered,
FA16,303,FDMAT108-14,8/28/2016 19:14,Wait List,
FA16,303,FDMAT108-14,9/12/2016 14:33,Dropped,Waitlist Student Dropped
WI17,304,FDMAT108-18,11/21/2016 6:01,Registered,
FA16,305,FDMAT108-15,6/29/2016 7:38,Registered,
WI17,306,FDMAT108-18,11/14/2016 6:07,Registered,
FA16,307,FDMAT108-14,6/14/2016 15:47,Registered,
WI17,308,FDMAT108-A3,12/3/2016 15:34,Registered,
WI17,309,FDMAT108-18,11/16/2016 6:06,Registered,
WI17,310,FDMAT108-A3,11/30/2016 21:58,Registered,
FA16,311,FDMAT108-14,6/21/2016 12:26,Wait List,
FA16,311,FDMAT108-14,7/1/2016 22:50,Dropped,Waitlist System Dropped
WI17,312,FDMAT108-18,11/16/2016 6:04,Registered,
WI17,313,FDMAT108-53,11/21/2016 9:46,Registered,
WI17,313,FDMAT108-53,11/21/2016 18:35,Dropped,
WI17,314,FDMAT108-18,11/16/2016 6:06,Registered,
FA16,315,FDMAT108-15,6/29/2016 20:35,Registered,
FA17,316,FDMAT108-33,8/22/2017 21:44,Registered,
FA17,316,FDMAT108-33,9/12/2017 11:20,Dropped,
FA16,317,FDMAT108-14,6/15/2016 8:57,Registered,
FA16,318,FDMAT108-14,6/15/2016 6:18,Registered,
FA16,318,FDMAT108-14,6/15/2016 6:34,Dropped,
FA16,319,FDMAT108-15,7/17/2016 21:31,Wait List,
FA16,319,FDMAT108-15,8/27/2016 17:05,Dropped,Waitlist System Dropped
WI17,320,FDMAT108-18,11/16/2016 6:00,Registered,
FA16,321,FDMAT108-15,8/17/2016 12:35,Wait List,
FA16,321,FDMAT108-15,9/14/2016 11:39,Dropped,
FA16,321,FDMAT108-15,9/14/2016 11:39,Registered,Waitlist Registered
FA16,321,FDMAT108-15,9/18/2016 23:41,Dropped,
WI17,322,FDMAT108-A3,1/2/2017 17:32,Wait List,
WI17,322,FDMAT108-A3,1/2/2017 17:35,Dropped,Waitlist System Dropped
FA16,323,FDMAT108-14,6/15/2016 7:59,Registered,
FA16,323,FDMAT108-14,6/15/2016 8:24,Dropped,
WI17,324,FDMAT108-53,11/21/2016 7:45,Registered,
WI17,325,FDMAT108-18,11/21/2016 14:14,Wait List,
WI17,325,FDMAT108-18,1/9/2017 14:55,Dropped,
WI17,325,FDMAT108-18,1/9/2017 14:55,Registered,Waitlist Registered
WI17,326,FDMAT108-18,11/16/2016 6:04,Registered,
WI17,327,FDMAT108-18,11/15/2016 9:39,Registered,
FA17,328,FDMAT108-33,8/24/2017 18:27,Registered,
FA16,329,FDMAT108-15,7/1/2016 11:31,Registered,
WI17,330,FDMAT108-18,11/22/2016 0:31,Wait List,
WI17,330,FDMAT108-18,1/8/2017 14:50,Dropped,Waitlist System Dropped
WI17,331,FDMAT108-18,12/4/2016 15:11,Wait List,
WI17,331,FDMAT108-18,12/4/2016 15:12,Dropped,Waitlist Student Dropped
FA16,332,FDMAT108-14,6/14/2016 6:08,Registered,
FA16,333,FDMAT108-14,6/15/2016 8:06,Registered,
WI17,334,FDMAT108-53,11/22/2016 11:16,Registered,
WI17,334,FDMAT108-53,11/29/2016 13:27,Dropped,
WI17,335,FDMAT108-18,11/15/2016 6:23,Registered,
FA16,336,FDMAT108-14,6/15/2016 9:22,Registered,
FA16,336,FDMAT108-14,6/21/2016 23:47,Dropped,
FA16,337,FDMAT108-14,6/15/2016 9:26,Wait List,
FA16,337,FDMAT108-14,6/15/2016 10:16,Dropped,Waitlist Student Dropped
FA16,338,FDMAT108-14,6/14/2016 6:29,Registered,
FA16,338,FDMAT108-14,9/6/2016 17:13,Dropped,
WI17,339,FDMAT108-A3,1/1/2017 17:28,Wait List,
WI17,339,FDMAT108-A3,1/7/2017 16:46,Dropped,Waitlist Student Dropped
FA16,340,FDMAT108-14,6/15/2016 8:49,Registered,
FA16,341,FDMAT108-14,6/15/2016 9:18,Registered,
FA16,342,FDMAT108-14,6/15/2016 6:07,Registered,
FA16,342,FDMAT108-14,8/9/2016 23:35,Dropped,
FA16,343,FDMAT108-14,6/15/2016 7:37,Registered,
FA16,343,FDMAT108-14,6/21/2016 19:36,Dropped,
FA16,344,FDMAT108-15,7/1/2016 18:26,Registered,
FA16,344,FDMAT108-15,7/1/2016 18:33,Dropped,
FA16,345,FDMAT108-14,6/15/2016 6:46,Registered,
FA16,346,FDMAT108-14,6/14/2016 6:24,Registered,
FA16,346,FDMAT108-14,6/14/2016 6:34,Dropped,
WI17,347,FDMAT108-A3,11/29/2016 19:50,Registered,
WI17,347,FDMAT108-A3,12/26/2016 16:37,Dropped,
WI17,348,FDMAT108-18,11/21/2016 6:05,Wait List,
WI17,348,FDMAT108-18,11/21/2016 6:10,Dropped,Waitlist Student Dropped
FA16,349,FDMAT108-14,6/15/2016 6:51,Registered,
FA16,350,FDMAT108-14,6/15/2016 15:05,Wait List,
FA16,350,FDMAT108-14,6/24/2016 11:23,Dropped,
FA16,350,FDMAT108-14,6/24/2016 11:23,Registered,Waitlist Registered
FA16,350,FDMAT108-14,8/10/2016 14:22,Dropped,
FA16,351,FDMAT108-14,6/15/2016 6:15,Registered,
FA16,352,FDMAT108-14,9/9/2016 11:14,Wait List,
FA16,352,FDMAT108-14,9/9/2016 23:45,Dropped,Waitlist Student Dropped
FA16,353,FDMAT108-15,9/11/2016 22:48,Wait List,
FA16,353,FDMAT108-15,9/12/2016 14:53,Dropped,Waitlist Student Dropped
FA16,354,FDMAT108-15,7/8/2016 10:37,Wait List,
FA16,354,FDMAT108-15,7/27/2016 15:50,Dropped,Waitlist System Dropped
WI17,355,FDMAT108-53,11/22/2016 10:55,Registered,
FA16,356,FDMAT108-14,6/15/2016 6:24,Registered,
FA16,356,FDMAT108-14,6/15/2016 6:28,Dropped,
FA16,356,FDMAT108-14,6/15/2016 6:30,Registered,
FA16,356,FDMAT108-14,8/9/2016 13:30,Dropped,
FA16,357,FDMAT108-15,6/30/2016 19:53,Registered,
FA16,358,FDMAT108-15,7/19/2016 10:46,Wait List,
FA16,358,FDMAT108-15,8/31/2016 17:35,Dropped,Waitlist System Dropped
FA16,358,FDMAT108-15,9/1/2016 0:26,Wait List,
FA16,358,FDMAT108-15,9/14/2016 18:34,Dropped,
FA16,358,FDMAT108-15,9/14/2016 18:34,Registered,Waitlist Registered
FA16,358,FDMAT108-15,9/17/2016 14:33,Dropped,
WI17,359,FDMAT108-18,11/16/2016 6:04,Registered,
FA16,360,FDMAT108-15,8/4/2016 18:08,Wait List,
FA16,360,FDMAT108-15,8/4/2016 18:51,Dropped,Waitlist Student Dropped
FA16,361,FDMAT108-14,6/15/2016 6:44,Registered,
FA16,362,FDMAT108-14,6/15/2016 6:41,Registered,
WI17,363,FDMAT108-A3,12/1/2016 21:07,Registered,
FA16,364,FDMAT108-14,6/15/2016 9:08,Registered,
WI17,365,FDMAT108-18,11/16/2016 7:09,Wait List,
WI17,365,FDMAT108-18,11/17/2016 15:19,Dropped,
WI17,365,FDMAT108-18,11/17/2016 15:19,Registered,Waitlist Registered
FA17,366,FDMAT108-33,8/25/2017 15:43,Registered,
FA17,366,FDMAT108-33,11/6/2017 12:34,Withdrawn,
FA16,367,FDMAT108-15,8/14/2016 17:36,Wait List,
FA16,367,FDMAT108-15,8/14/2016 18:38,Dropped,Waitlist Student Dropped
WI17,368,FDMAT108-18,12/18/2016 19:10,Wait List,
WI17,368,FDMAT108-18,1/4/2017 18:29,Dropped,Waitlist Student Dropped
FA16,369,FDMAT108-15,6/29/2016 17:51,Registered,
FA16,370,FDMAT108-15,7/12/2016 1:08,Wait List,
FA16,370,FDMAT108-15,7/27/2016 19:50,Dropped,Waitlist System Dropped
FA16,371,FDMAT108-14,6/15/2016 6:31,Registered,
FA16,371,FDMAT108-14,6/15/2016 6:37,Dropped,
FA16,372,FDMAT108-15,7/10/2016 17:57,Wait List,
FA16,372,FDMAT108-15,7/10/2016 18:14,Dropped,Waitlist Student Dropped
FA16,372,FDMAT108-15,8/28/2016 13:05,Wait List,
FA16,372,FDMAT108-15,9/13/2016 16:47,Dropped,Waitlist Student Dropped
WI17,372,FDMAT108-53,1/3/2017 17:52,Wait List,
WI17,372,FDMAT108-53,1/5/2017 10:36,Dropped,
WI17,372,FDMAT108-53,1/5/2017 10:36,Registered,Waitlist Registered
WI17,373,FDMAT108-53,11/21/2016 6:03,Registered,
WI17,374,FDMAT108-18,11/16/2016 6:04,Registered,
FA16,375,FDMAT108-14,6/15/2016 6:22,Registered,
FA16,375,FDMAT108-14,6/15/2016 6:26,Dropped,
FA16,376,FDMAT108-15,8/30/2016 21:07,Wait List,
FA16,376,FDMAT108-15,9/6/2016 17:30,Dropped,Waitlist Student Dropped
FA17,377,FDMAT108-33,8/25/2017 14:24,Registered,
FA16,378,FDMAT108-14,6/15/2016 9:01,Registered,
FA16,378,FDMAT108-14,11/8/2016 8:55,Withdrawn,
WI17,379,FDMAT108-53,11/18/2016 21:36,Registered,
FA16,380,FDMAT108-14,8/22/2016 13:55,Wait List,
FA16,380,FDMAT108-14,9/15/2016 11:14,Dropped,Waitlist Student Dropped
FA16,381,FDMAT108-15,7/7/2016 16:32,Wait List,
FA16,381,FDMAT108-15,7/25/2016 10:52,Dropped,
FA16,381,FDMAT108-15,7/25/2016 10:52,Registered,Waitlist Registered
WI17,382,FDMAT108-A3,11/30/2016 11:29,Registered,
WI17,383,FDMAT108-18,11/21/2016 15:33,Wait List,
WI17,383,FDMAT108-18,12/20/2016 19:53,Dropped,Waitlist Student Dropped
FA16,384,FDMAT108-14,6/15/2016 6:11,Registered,
FA16,384,FDMAT108-14,6/15/2016 6:19,Dropped,
FA16,384,FDMAT108-14,6/15/2016 6:20,Registered,
FA16,384,FDMAT108-14,6/15/2016 6:21,Dropped,
FA16,385,FDMAT108-15,7/5/2016 17:06,Registered,
WI17,386,FDMAT108-18,11/16/2016 6:10,Wait List,
WI17,386,FDMAT108-18,11/17/2016 17:12,Dropped,
WI17,386,FDMAT108-18,11/17/2016 17:12,Registered,Waitlist Registered
FA16,387,FDMAT108-14,6/15/2016 17:00,Wait List,
FA16,387,FDMAT108-14,8/2/2016 19:06,Dropped,
FA16,387,FDMAT108-14,8/2/2016 19:06,Registered,Waitlist Registered
FA16,388,FDMAT108-14,6/15/2016 7:48,Registered,
FA17,389,FDMAT108-33,8/29/2017 11:12,Wait List,
FA17,389,FDMAT108-33,8/29/2017 13:25,Dropped,Waitlist Student Dropped
WI17,390,FDMAT108-A3,12/6/2016 17:31,Registered,
WI17,391,FDMAT108-A3,12/1/2016 11:33,Registered,
FA17,392,FDMAT108-33,8/24/2017 8:31,Hist Registered,
FA17,392,FDMAT108-33,11/2/2017 17:09,Hist Withdrawn,
