Semester Term Code,Person ID,Course Sec,Registration Date,Status,Waitlist Reason
FA17,392,FDMAT108-33,11/3/2017 10:25,Registered,
FA17,392,FDMAT108-33,11/3/2017 10:25,Withdrawn,
WI17,393,FDMAT108-53,12/1/2016 18:44,Registered,
WI17,394,FDMAT108-A3,12/13/2016 8:00,Wait List,
WI17,394,FDMAT108-A3,12/13/2016 9:10,Dropped,Waitlist Student Dropped
FA16,395,FDMAT108-14,6/15/2016 10:19,Wait List,
FA16,395,FDMAT108-14,6/22/2016 12:16,Dropped,
FA16,395,FDMAT108-14,6/22/2016 12:16,Registered,Waitlist Registered
FA16,396,FDMAT108-14,6/15/2016 10:27,Wait List,
FA16,396,FDMAT108-14,6/23/2016 0:05,Dropped,Waitlist System Dropped
FA16,397,FDMAT108-15,7/17/2016 13:45,Wait List,
FA16,397,FDMAT108-15,8/26/2016 16:50,Dropped,Waitlist System Dropped
FA16,397,FDMAT108-15,9/11/2016 16:51,Wait List,
FA16,397,FDMAT108-15,9/16/2016 9:57,Dropped,
FA16,397,FDMAT108-15,9/16/2016 9:57,Registered,Waitlist Registered
WI17,398,FDMAT108-53,11/30/2016 23:55,Registered,
WI17,398,FDMAT108-53,12/1/2016 0:22,Dropped,
WI17,398,FDMAT108-A3,12/1/2016 0:24,Registered,
FA16,399,FDMAT108-14,6/15/2016 8:07,Registered,
FA16,399,FDMAT108-14,8/22/2016 15:39,Dropped,
WI17,400,FDMAT108-53,11/30/2016 22:51,Registered,
WI17,400,FDMAT108-53,12/1/2016 15:46,Dropped,
FA16,401,FDMAT108-14,6/15/2016 6:03,Registered,
FA16,402,FDMAT108-15,8/8/2016 22:09,Wait List,
FA16,402,FDMAT108-15,9/9/2016 23:18,Dropped,
FA16,402,FDMAT108-15,9/9/2016 23:18,Registered,Waitlist Registered
FA16,403,FDMAT108-14,8/18/2016 20:51,Wait List,
FA16,403,FDMAT108-14,9/16/2016 14:12,Dropped,Waitlist Student Dropped
FA16,403,FDMAT108-15,8/18/2016 20:47,Wait List,
FA16,403,FDMAT108-15,8/18/2016 20:51,Dropped,Waitlist Student Dropped
FA16,404,FDMAT108-14,6/15/2016 6:30,Registered,
WI17,405,FDMAT108-18,11/21/2016 6:12,Wait List,
WI17,405,FDMAT108-18,12/3/2016 0:35,Dropped,Waitlist System Dropped
FA16,406,FDMAT108-15,7/4/2016 8:21,Registered,
FA16,407,FDMAT108-14,6/15/2016 6:06,Registered,
FA16,408,FDMAT108-14,8/10/2016 14:49,Wait List,
FA16,408,FDMAT108-14,8/10/2016 14:51,Dropped,Waitlist Student Dropped
FA16,409,FDMAT108-14,6/15/2016 8:09,Registered,
WI17,410,FDMAT108-18,11/16/2016 6:07,Registered,
FA16,411,FDMAT108-14,6/15/2016 6:27,Registered,
FA16,411,FDMAT108-14,6/15/2016 6:30,Dropped,
FA16,412,FDMAT108-14,6/13/2016 16:14,Registered,
FA16,412,FDMAT108-14,6/13/2016 16:22,Dropped,
FA16,413,FDMAT108-14,6/27/2016 9:26,Wait List,
FA16,413,FDMAT108-14,8/11/2016 15:23,Dropped,
FA16,413,FDMAT108-14,8/11/2016 15:23,Registered,Waitlist Registered
FA16,414,FDMAT108-14,6/15/2016 6:56,Registered,
FA16,414,FDMAT108-14,8/2/2016 18:49,Dropped,
WI17,415,FDMAT108-53,11/21/2016 11:17,Registered,
WI17,415,FDMAT108-53,2/22/2017 14:15,Withdrawn,
FA16,416,FDMAT108-15,7/1/2016 12:59,Registered,
FA16,416,FDMAT108-15,7/26/2016 15:25,Dropped,
WI17,417,FDMAT108-53,12/21/2016 21:36,Wait List,
WI17,417,FDMAT108-53,1/2/2017 20:51,Dropped,
WI17,417,FDMAT108-53,1/2/2017 20:51,Registered,Waitlist Registered
WI17,417,FDMAT108-53,2/1/2017 15:56,Withdrawn,
FA16,418,FDMAT108-15,6/30/2016 16:29,Registered,
FA16,418,FDMAT108-15,6/30/2016 19:39,Dropped,
FA16,419,FDMAT108-14,6/18/2016 21:56,Wait List,
FA16,419,FDMAT108-14,7/2/2016 19:11,Dropped,Waitlist Student Dropped
WI17,420,FDMAT108-A3,12/6/2016 15:36,Registered,
WI17,420,FDMAT108-A3,12/15/2016 10:22,Dropped,
FA16,421,FDMAT108-15,6/29/2016 9:54,Registered,
WI17,422,FDMAT108-18,11/15/2016 10:35,Registered,
FA16,423,FDMAT108-14,6/15/2016 7:29,Registered,
FA16,424,FDMAT108-15,6/29/2016 14:01,Registered,
FA16,424,FDMAT108-15,6/29/2016 14:04,Dropped,
FA16,425,FDMAT108-15,9/1/2016 15:39,Wait List,
FA16,425,FDMAT108-15,9/15/2016 23:51,Dropped,Waitlist Student Dropped
WI17,426,FDMAT108-18,11/15/2016 12:09,Registered,
WI17,427,FDMAT108-18,11/16/2016 6:05,Registered,
WI17,428,FDMAT108-53,11/23/2016 6:26,Registered,
WI17,429,FDMAT108-18,12/14/2016 22:54,Wait List,
WI17,429,FDMAT108-18,1/10/2017 17:20,Dropped,
WI17,429,FDMAT108-18,1/10/2017 17:20,Registered,Waitlist Registered
FA16,430,FDMAT108-14,6/15/2016 8:59,Registered,
FA16,431,FDMAT108-14,6/15/2016 9:25,Registered,
FA17,432,FDMAT108-33,9/14/2017 10:24,Wait List,
FA17,432,FDMAT108-33,9/14/2017 10:32,Dropped,Waitlist Student Dropped
FA16,433,FDMAT108-14,6/15/2016 7:25,Registered,
FA16,433,FDMAT108-14,6/15/2016 7:53,Dropped,
FA16,434,FDMAT108-14,6/15/2016 7:23,Registered,
FA16,435,FDMAT108-14,6/15/2016 12:10,Wait List,
FA16,435,FDMAT108-14,6/24/2016 0:20,Dropped,Waitlist System Dropped
WI17,436,FDMAT108-53,12/22/2016 18:04,Wait List,
WI17,436,FDMAT108-53,1/2/2017 21:53,Dropped,
WI17,436,FDMAT108-53,1/2/2017 21:53,Registered,Waitlist Registered
FA16,437,FDMAT108-14,6/15/2016 9:27,Wait List,
FA16,437,FDMAT108-14,6/15/2016 9:28,Dropped,Waitlist Student Dropped
FA16,438,FDMAT108-14,6/15/2016 8:19,Registered,
FA16,439,FDMAT108-14,6/15/2016 7:37,Registered,
FA16,439,FDMAT108-14,6/15/2016 7:38,Dropped,
FA16,439,FDMAT108-14,6/15/2016 7:40,Registered,
FA17,440,FDMAT108-33,8/25/2017 22:03,Registered,
WI17,441,FDMAT108-A3,12/8/2016 13:30,Registered,
WI17,441,FDMAT108-A3,3/24/2017 12:04,Withdrawn,
FA16,442,FDMAT108-15,7/5/2016 13:49,Registered,
FA16,443,FDMAT108-14,6/26/2016 2:04,Wait List,
FA16,443,FDMAT108-14,6/26/2016 2:20,Dropped,Waitlist System Dropped
FA16,444,FDMAT108-14,6/23/2016 17:14,Wait List,
FA16,444,FDMAT108-14,8/12/2016 0:20,Dropped,Waitlist System Dropped
FA16,445,FDMAT108-14,7/27/2016 20:22,Wait List,
FA16,445,FDMAT108-14,9/20/2016 8:23,Dropped,Waitlist Turned Off
FA16,446,FDMAT108-14,6/15/2016 6:16,Registered,
WI17,447,FDMAT108-A3,11/29/2016 0:35,Registered,
FA17,448,FDMAT108-33,8/24/2017 0:12,Registered,
FA17,448,FDMAT108-33,8/30/2017 2:35,Dropped,
FA17,449,FDMAT108-33,8/24/2017 16:17,Registered,
FA16,450,FDMAT108-15,7/2/2016 8:49,Registered,
FA16,451,FDMAT108-14,6/15/2016 7:01,Registered,
FA16,452,FDMAT108-14,6/27/2016 11:51,Wait List,
FA16,452,FDMAT108-14,7/6/2016 11:30,Dropped,Waitlist Student Dropped
FA16,452,FDMAT108-15,7/6/2016 11:31,Wait List,
FA16,452,FDMAT108-15,7/8/2016 20:43,Dropped,
FA16,452,FDMAT108-15,7/8/2016 20:43,Registered,Waitlist Registered
FA16,452,FDMAT108-15,7/18/2016 12:00,Dropped,
WI17,453,FDMAT108-A3,11/29/2016 14:42,Registered,
WI17,454,FDMAT108-18,11/15/2016 7:06,Registered,
FA16,455,FDMAT108-15,7/5/2016 20:59,Registered,
WI17,456,FDMAT108-53,12/15/2016 10:13,Registered,
WI17,456,FDMAT108-53,1/4/2017 9:49,Dropped,
FA16,457,FDMAT108-15,7/2/2016 18:30,Registered,
WI17,458,FDMAT108-18,11/28/2016 17:53,Wait List,
WI17,458,FDMAT108-18,12/26/2016 21:07,Dropped,Waitlist Student Dropped
WI17,458,FDMAT108-18,1/10/2017 11:49,Wait List,
WI17,458,FDMAT108-18,1/11/2017 10:37,Dropped,Waitlist Student Dropped
WI17,459,FDMAT108-18,11/15/2016 8:59,Registered,
WI17,460,FDMAT108-53,11/28/2016 13:43,Registered,
FA16,461,FDMAT108-14,6/15/2016 9:09,Registered,
FA16,462,FDMAT108-14,8/19/2016 11:26,Wait List,
FA16,462,FDMAT108-14,8/28/2016 10:35,Dropped,Waitlist System Dropped
FA17,463,FDMAT108-33,8/25/2017 22:33,Registered,
FA16,464,FDMAT108-14,6/15/2016 8:24,Registered,
FA16,465,FDMAT108-15,6/30/2016 0:06,Registered,
FA16,465,FDMAT108-15,6/30/2016 0:11,Dropped,
WI17,466,FDMAT108-18,11/16/2016 6:24,Wait List,
WI17,466,FDMAT108-18,11/17/2016 15:47,Dropped,
WI17,466,FDMAT108-18,11/17/2016 15:47,Registered,Waitlist Registered
WI17,467,FDMAT108-A3,12/14/2016 9:15,Wait List,
WI17,467,FDMAT108-A3,1/9/2017 12:22,Dropped,
WI17,467,FDMAT108-A3,1/9/2017 12:23,Registered,Waitlist Registered
WI17,467,FDMAT108-A3,2/20/2017 10:55,Withdrawn,
FA16,468,FDMAT108-14,6/15/2016 6:09,Registered,
WI17,469,FDMAT108-53,12/13/2016 16:11,Registered,
WI17,469,FDMAT108-53,12/13/2016 16:12,Dropped,
FA16,470,FDMAT108-14,6/15/2016 8:22,Registered,
FA17,471,FDMAT108-33,8/24/2017 17:11,Registered,
FA17,471,FDMAT108-33,9/12/2017 16:08,Dropped,
WI17,472,FDMAT108-53,12/18/2016 0:26,Registered,
WI17,472,FDMAT108-53,1/13/2017 10:21,Dropped,
FA16,473,FDMAT108-15,7/5/2016 23:42,Wait List,
FA16,473,FDMAT108-15,7/8/2016 13:50,Dropped,Waitlist System Dropped
FA16,473,FDMAT108-15,8/1/2016 21:23,Wait List,
FA16,473,FDMAT108-15,9/3/2016 18:20,Dropped,Waitlist System Dropped
FA16,474,FDMAT108-14,8/17/2016 14:04,Wait List,
FA16,474,FDMAT108-14,9/16/2016 18:03,Dropped,
FA16,474,FDMAT108-14,9/16/2016 18:03,Registered,Waitlist Registered
FA16,474,FDMAT108-14,9/26/2016 22:51,Dropped,
WI17,475,FDMAT108-53,11/21/2016 12:19,Registered,
WI17,476,FDMAT108-18,12/10/2016 13:31,Wait List,
WI17,476,FDMAT108-18,12/10/2016 13:35,Dropped,Waitlist System Dropped
FA16,477,FDMAT108-15,6/30/2016 14:49,Registered,
FA16,477,FDMAT108-15,6/30/2016 14:50,Dropped,
FA16,478,FDMAT108-14,6/15/2016 9:11,Registered,
WI17,479,FDMAT108-18,1/4/2017 15:01,Wait List,
WI17,479,FDMAT108-18,1/4/2017 15:43,Dropped,Waitlist Student Dropped
WI17,479,FDMAT108-18,1/4/2017 22:42,Wait List,
WI17,479,FDMAT108-18,1/10/2017 16:59,Dropped,Waitlist Student Dropped
FA16,480,FDMAT108-14,6/15/2016 23:30,Wait List,
FA16,480,FDMAT108-14,6/16/2016 19:50,Dropped,Waitlist Student Dropped
FA16,481,FDMAT108-15,7/2/2016 22:47,Registered,
WI17,482,FDMAT108-A3,12/2/2016 13:25,Registered,
FA17,483,FDMAT108-33,8/24/2017 19:53,Registered,
FA16,484,FDMAT108-15,9/8/2016 17:02,Wait List,
FA16,484,FDMAT108-15,9/17/2016 20:57,Dropped,
FA16,484,FDMAT108-15,9/17/2016 20:57,Registered,Waitlist Registered
WI17,485,FDMAT108-18,11/15/2016 6:53,Registered,
WI17,485,FDMAT108-18,11/15/2016 6:58,Dropped,
WI17,486,FDMAT108-18,11/16/2016 8:48,Wait List,
WI17,486,FDMAT108-18,11/16/2016 8:51,Dropped,Waitlist Student Dropped
WI17,486,FDMAT108-53,11/16/2016 9:14,Dropped,
WI17,486,FDMAT108-53,11/16/2016 9:14,Registered,
FA16,487,FDMAT108-15,7/9/2016 15:26,Wait List,
FA16,487,FDMAT108-15,7/27/2016 16:19,Dropped,
FA16,487,FDMAT108-15,7/27/2016 16:19,Registered,Waitlist Registered
FA16,487,FDMAT108-15,2/9/2017 9:46,Withdrawn,
WI17,488,FDMAT108-18,11/16/2016 6:15,Wait List,
WI17,488,FDMAT108-18,11/16/2016 6:33,Dropped,Waitlist Student Dropped
WI17,489,FDMAT108-18,11/21/2016 6:01,Registered,
WI17,490,FDMAT108-18,11/14/2016 23:15,Registered,
FA16,491,FDMAT108-14,6/15/2016 6:24,Registered,
WI17,492,FDMAT108-53,12/10/2016 17:17,Registered,
WI17,492,FDMAT108-53,12/11/2016 16:01,Dropped,
FA16,493,FDMAT108-14,6/15/2016 21:31,Wait List,
FA16,493,FDMAT108-14,8/9/2016 10:56,Dropped,Waitlist Student Dropped
FA16,493,FDMAT108-14,8/27/2016 10:33,Wait List,
FA16,493,FDMAT108-14,9/14/2016 14:20,Dropped,Waitlist Student Dropped
FA16,494,FDMAT108-15,7/11/2016 19:59,Wait List,
FA16,494,FDMAT108-15,7/29/2016 17:38,Dropped,
FA16,494,FDMAT108-15,7/29/2016 17:38,Registered,Waitlist Registered
WI17,495,FDMAT108-A3,11/29/2016 15:52,Registered,
FA16,496,FDMAT108-15,7/18/2016 11:33,Wait List,
FA16,496,FDMAT108-15,7/21/2016 8:58,Dropped,Waitlist Student Dropped
FA16,497,FDMAT108-15,7/18/2016 17:55,Wait List,
FA16,497,FDMAT108-15,7/18/2016 23:59,Dropped,Waitlist Student Dropped
WI17,498,FDMAT108-18,11/16/2016 6:02,Registered,
FA16,499,FDMAT108-14,8/2/2016 21:10,Wait List,
FA16,499,FDMAT108-14,8/9/2016 16:50,Dropped,Waitlist System Dropped
FA16,500,FDMAT108-15,7/23/2016 9:46,Wait List,
FA16,500,FDMAT108-15,7/23/2016 9:55,Dropped,Waitlist Student Dropped
WI17,501,FDMAT108-A3,12/3/2016 19:26,Registered,
WI17,501,FDMAT108-A3,12/5/2016 9:20,Dropped,
WI17,501,FDMAT108-A3,12/5/2016 9:37,Registered,
FA16,502,FDMAT108-14,6/15/2016 6:27,Registered,
FA16,503,FDMAT108-15,6/29/2016 18:32,Registered,
FA16,503,FDMAT108-15,6/29/2016 18:57,Dropped,
FA16,503,FDMAT108-15,6/29/2016 19:22,Registered,
FA16,503,FDMAT108-15,6/29/2016 19:23,Dropped,
WI17,504,FDMAT108-53,11/16/2016 6:34,Registered,
WI17,504,FDMAT108-53,11/16/2016 6:45,Dropped,
WI17,505,FDMAT108-18,11/15/2016 19:33,Registered,
WI17,506,FDMAT108-53,11/29/2016 19:55,Registered,
WI17,507,FDMAT108-18,11/16/2016 6:14,Wait List,
WI17,507,FDMAT108-18,11/16/2016 6:35,Dropped,Waitlist System Dropped
WI17,508,FDMAT108-53,11/15/2016 10:37,Registered,
FA16,509,FDMAT108-14,6/15/2016 7:25,Registered,
FA16,509,FDMAT108-14,6/15/2016 7:27,Dropped,
WI17,510,FDMAT108-18,11/15/2016 6:00,Registered,
FA16,511,FDMAT108-14,7/21/2016 17:12,Wait List,
FA16,511,FDMAT108-14,9/7/2016 9:31,Dropped,
FA16,511,FDMAT108-14,9/7/2016 9:31,Registered,Waitlist Registered
WI17,512,FDMAT108-18,11/16/2016 6:03,Registered,
FA16,513,FDMAT108-15,7/4/2016 9:16,Registered,
FA16,513,FDMAT108-15,7/7/2016 13:21,Dropped,
WI17,514,FDMAT108-18,11/16/2016 18:05,Wait List,
WI17,514,FDMAT108-18,11/18/2016 10:16,Dropped,
WI17,514,FDMAT108-18,11/18/2016 10:16,Registered,Waitlist Registered
WI17,514,FDMAT108-18,11/18/2016 10:39,Dropped,
WI17,515,FDMAT108-18,11/15/2016 8:16,Registered,
FA16,516,FDMAT108-15,7/4/2016 17:14,Registered,
WI17,517,FDMAT108-18,11/17/2016 21:20,Registered,
WI17,517,FDMAT108-18,11/17/2016 21:27,Dropped,
WI17,518,FDMAT108-18,11/15/2016 22:33,Registered,
WI17,519,FDMAT108-18,11/16/2016 6:06,Registered,
WI17,519,FDMAT108-18,11/20/2016 20:16,Dropped,
WI17,520,FDMAT108-18,11/16/2016 6:17,Wait List,
WI17,520,FDMAT108-18,11/18/2016 13:35,Dropped,Waitlist System Dropped
WI17,520,FDMAT108-18,11/27/2016 18:35,Wait List,
WI17,520,FDMAT108-18,11/30/2016 12:54,Dropped,Waitlist Student Dropped
WI17,520,FDMAT108-A3,11/30/2016 12:55,Registered,
WI17,521,FDMAT108-18,12/25/2016 0:34,Wait List,
WI17,521,FDMAT108-18,12/25/2016 0:50,Dropped,Waitlist Student Dropped
WI17,522,FDMAT108-18,11/16/2016 6:12,Wait List,
WI17,522,FDMAT108-18,11/18/2016 3:33,Dropped,
WI17,522,FDMAT108-18,11/18/2016 3:33,Registered,Waitlist Registered
WI17,523,FDMAT108-53,11/28/2016 12:37,Registered,
WI17,523,FDMAT108-53,11/28/2016 12:41,Dropped,
WI17,524,FDMAT108-A3,12/6/2016 8:06,Registered,
WI17,525,FDMAT108-18,11/16/2016 6:12,Wait List,
WI17,525,FDMAT108-18,11/17/2016 17:08,Dropped,
WI17,525,FDMAT108-18,11/17/2016 17:08,Registered,Waitlist Registered
WI17,526,FDMAT108-53,11/11/2016 7:23,Registered,
WI17,526,FDMAT108-53,11/11/2016 7:28,Dropped,
FA17,527,FDMAT108-33,8/23/2017 23:25,Registered,
WI17,528,FDMAT108-18,11/15/2016 6:08,Registered,
WI17,529,FDMAT108-53,11/28/2016 19:36,Registered,
WI17,530,FDMAT108-18,11/16/2016 7:05,Wait List,
WI17,530,FDMAT108-18,11/16/2016 10:35,Dropped,Waitlist System Dropped
WI17,530,FDMAT108-18,11/16/2016 10:57,Wait List,
WI17,530,FDMAT108-18,11/18/2016 10:30,Dropped,
WI17,530,FDMAT108-18,11/18/2016 10:30,Registered,Waitlist Registered
WI17,530,FDMAT108-18,11/20/2016 16:23,Dropped,
WI17,531,FDMAT108-53,12/1/2016 22:02,Wait List,
WI17,531,FDMAT108-53,12/1/2016 22:20,Dropped,Waitlist System Dropped
WI17,531,FDMAT108-53,12/6/2016 20:31,Wait List,
WI17,531,FDMAT108-53,12/6/2016 20:35,Dropped,Waitlist System Dropped
WI17,532,FDMAT108-53,11/16/2016 6:20,Registered,
WI17,532,FDMAT108-53,11/16/2016 6:35,Dropped,
WI17,533,FDMAT108-53,12/21/2016 17:33,Registered,
WI17,534,FDMAT108-18,11/18/2016 20:36,Registered,
WI17,535,FDMAT108-18,11/16/2016 6:06,Registered,
WI17,536,FDMAT108-A3,12/9/2016 11:33,Registered,
WI17,537,FDMAT108-18,11/15/2016 1:57,Registered,
WI17,538,FDMAT108-18,11/16/2016 6:01,Registered,
WI17,539,FDMAT108-53,11/17/2016 11:25,Registered,
WI17,539,FDMAT108-53,11/17/2016 11:46,Dropped,
WI17,539,FDMAT108-53,11/17/2016 11:53,Registered,
WI17,539,FDMAT108-53,11/17/2016 12:24,Dropped,
WI17,539,FDMAT108-53,11/17/2016 12:26,Registered,
WI17,539,FDMAT108-53,11/19/2016 6:35,Dropped,
WI17,540,FDMAT108-53,11/19/2016 23:03,Registered,
WI17,540,FDMAT108-53,11/19/2016 23:27,Dropped,
WI17,541,FDMAT108-53,12/12/2016 20:50,Registered,
WI17,542,FDMAT108-A3,12/1/2016 13:23,Registered,
WI17,543,FDMAT108-53,11/23/2016 6:01,Registered,
WI17,543,FDMAT108-53,1/19/2017 21:50,Dropped,
WI17,544,FDMAT108-53,1/4/2017 14:19,Wait List,
WI17,544,FDMAT108-53,1/5/2017 14:19,Dropped,
WI17,544,FDMAT108-53,1/5/2017 14:19,Registered,Waitlist Registered
WI17,545,FDMAT108-18,11/16/2016 12:35,Wait List,
WI17,545,FDMAT108-18,11/16/2016 15:33,Dropped,Waitlist Student Dropped
WI17,546,FDMAT108-A3,12/2/2016 12:05,Registered,
WI17,547,FDMAT108-A3,12/9/2016 15:06,Registered,
WI17,547,FDMAT108-A3,12/9/2016 15:21,Dropped,
WI17,548,FDMAT108-18,11/14/2016 6:05,Registered,
WI17,549,FDMAT108-18,11/16/2016 6:00,Registered,
WI17,550,FDMAT108-18,11/28/2016 21:39,Wait List,
WI17,550,FDMAT108-18,12/10/2016 12:31,Dropped,Waitlist Student Dropped
WI17,551,FDMAT108-A3,12/4/2016 16:22,Registered,
WI17,551,FDMAT108-A3,1/11/2017 19:18,Dropped,
WI17,552,FDMAT108-A3,12/1/2016 12:31,Registered,
WI17,552,FDMAT108-A3,2/27/2017 14:10,Withdrawn,
FA17,553,FDMAT108-33,8/25/2017 15:26,Registered,
FA17,554,FDMAT108-33,8/29/2017 10:49,Wait List,
FA17,554,FDMAT108-33,8/29/2017 11:05,Dropped,Waitlist System Dropped
WI17,555,FDMAT108-A3,12/5/2016 10:52,Registered,
WI17,555,FDMAT108-A3,12/5/2016 10:58,Dropped,
WI17,556,FDMAT108-53,11/30/2016 14:24,Registered,
WI17,556,FDMAT108-A3,11/30/2016 14:13,Registered,
WI17,556,FDMAT108-A3,11/30/2016 14:18,Dropped,
FA17,557,FDMAT108-33,8/24/2017 21:37,Registered,
FA17,558,FDMAT108-33,8/22/2017 13:52,Registered,
WI17,559,FDMAT108-53,11/23/2016 7:37,Registered,
WI17,560,FDMAT108-A3,12/5/2016 8:30,Registered,
FA17,561,FDMAT108-33,9/14/2017 10:19,Wait List,
FA17,561,FDMAT108-33,9/14/2017 10:35,Dropped,Waitlist System Dropped
FA17,561,FDMAT108-33,9/14/2017 11:07,Wait List,
FA17,561,FDMAT108-33,9/14/2017 17:35,Dropped,Waitlist Student Dropped
FA17,562,FDMAT108-33,9/2/2017 14:43,Wait List,
FA17,562,FDMAT108-33,9/19/2017 8:15,Dropped,Waitlist Turned Off
FA17,563,FDMAT108-33,8/26/2017 12:19,Wait List,
FA17,563,FDMAT108-33,8/30/2017 9:00,Dropped,
FA17,563,FDMAT108-33,8/30/2017 9:00,Registered,Waitlist Registered
FA17,564,FDMAT108-33,8/22/2017 16:56,Registered,
FA17,565,FDMAT108-33,8/24/2017 9:55,Registered,
FA17,566,FDMAT108-33,8/25/2017 8:53,Registered,
FA17,567,FDMAT108-33,8/25/2017 15:26,Registered,
FA17,568,FDMAT108-33,8/25/2017 20:15,Registered,
FA17,569,FDMAT108-33,8/30/2017 21:46,Wait List,
FA17,569,FDMAT108-33,9/8/2017 12:34,Dropped,Waitlist Student Dropped
FA17,570,FDMAT108-33,9/10/2017 10:04,Wait List,
FA17,570,FDMAT108-33,9/11/2017 11:22,Dropped,Waitlist Student Dropped
FA17,570,FDMAT108-33,9/11/2017 12:33,Wait List,
FA17,570,FDMAT108-33,9/12/2017 16:20,Dropped,Waitlist System Dropped
WI17,571,FDMAT108-53,12/15/2016 10:44,Registered,
WI17,571,FDMAT108-53,12/15/2016 11:13,Dropped,
FA17,572,FDMAT108-33,8/23/2017 14:30,Registered,
FA17,572,FDMAT108-33,9/10/2017 9:28,Dropped,
FA17,573,FDMAT108-33,8/24/2017 3:37,Registered,
FA17,574,FDMAT108-33,9/12/2017 13:43,Wait List,
FA17,574,FDMAT108-33,9/13/2017 9:09,Dropped,
FA17,574,FDMAT108-33,9/13/2017 9:09,Registered,Waitlist Registered
FA17,575,FDMAT108-33,8/23/2017 21:55,Registered,
FA17,576,FDMAT108-33,8/23/2017 10:52,Registered,
FA17,577,FDMAT108-33,8/30/2017 16:53,Wait List,
FA17,577,FDMAT108-33,9/12/2017 13:01,Dropped,
FA17,577,FDMAT108-33,9/12/2017 13:01,Registered,Waitlist Registered
FA17,578,FDMAT108-33,9/3/2017 20:37,Wait List,
FA17,578,FDMAT108-33,9/10/2017 18:31,Dropped,Waitlist Student Dropped
FA17,579,FDMAT108-33,8/28/2017 15:36,Wait List,
FA17,579,FDMAT108-33,9/9/2017 18:18,Dropped,Waitlist Student Dropped
FA17,580,FDMAT108-33,8/25/2017 23:15,Registered,
FA17,581,FDMAT108-33,8/25/2017 3:01,Registered,
FA17,582,FDMAT108-33,8/23/2017 11:46,Registered,
FA17,583,FDMAT108-33,8/30/2017 17:47,Wait List,
FA17,583,FDMAT108-33,9/13/2017 9:16,Dropped,
FA17,583,FDMAT108-33,9/13/2017 9:16,Registered,Waitlist Registered
FA17,584,FDMAT108-33,8/23/2017 15:38,Registered,
FA17,585,FDMAT108-33,8/24/2017 18:41,Registered,
FA17,585,FDMAT108-33,8/24/2017 19:43,Dropped,
FA17,585,FDMAT108-33,8/25/2017 9:32,Registered,
FA17,585,FDMAT108-33,9/8/2017 19:22,Dropped,
